,FP1,FP2,F7,F8,AF1,AF2,FZ,F4,F3,FC6,FC5,FC2,FC1,T8,T7,CZ,C3,C4,CP5,CP6,CP1,CP2,P3,P4,PZ,P8,P7,PO2,PO1,O2,O1,X,AF7,AF8,F5,F6,FT7,FT8,FPZ,FC4,FC3,C6,C5,F2,F1,TP8,TP7,AFZ,CP3,CP4,P5,P6,C1,C2,PO7,PO8,FCZ,POZ,OZ,P2,P1,CPZ,nd,Y,label
4381,-12.614,-7.111,-3.591,-4.893,-5.686,-0.498,-2.848,-5.758,-2.726,-6.307,-1.455,-0.702,-2.401,-1.221,2.655,-3.754,-0.132,-3.204,-3.092,-18.626,2.096,-0.895,2.808,-2.95,0.987,-5.585,1.709,-4.679,-0.132,-14.425,-9.043,-7.599,-6.114,-6.104,1.689,-6.175,-4.13,-4.13,-4.608,-12.441,0.692,-11.861,-1.506,-1.424,-1.139,-6.673,1.322,-1.16,5.534,-10.295,1.027,-7.009,0.295,-1.322,-3.571,-9.308,-1.383,-0.326,-10.468,-0.478,2.686,0.214,-7.192,-6.989,1
4382,-11.637,-7.111,-2.614,-7.334,-4.222,-0.01,-1.383,-4.293,-1.75,-6.795,0.01,0.275,-1.424,-6.592,1.678,-5.219,0.844,-3.693,-0.651,-18.626,2.096,-1.872,2.319,-5.391,-1.455,-10.468,1.709,-8.097,-2.085,-18.819,-12.95,-8.575,-5.137,-8.545,2.177,-5.686,-1.689,-8.036,-4.12,-12.929,1.668,-11.373,0.448,-0.448,0.814,-11.068,-0.142,-0.671,6.999,-10.783,1.516,-10.427,1.272,-1.322,-6.5,-13.214,-0.407,-2.767,-14.374,-2.431,1.221,0.214,-6.704,-6.5,1
4383,-10.661,-7.111,-2.126,-8.799,-3.245,0.478,0.081,-3.316,-1.261,-6.795,0.987,0.763,-0.936,-10.498,0.214,-5.707,2.309,-3.693,2.279,-17.161,2.584,-2.36,2.319,-6.856,-2.431,-13.885,1.221,-10.05,-4.038,-22.237,-16.856,-8.087,-3.184,-10.498,2.177,-5.198,-0.712,-10.966,-3.143,-12.929,1.668,-8.931,2.889,0.041,1.79,-11.556,-1.607,0.305,8.464,-11.271,1.516,-11.892,1.76,-2.299,-9.43,-16.632,0.081,-4.232,-17.792,-3.408,0.732,0.214,-7.192,-6.989,1
4384,-10.173,-7.111,-1.149,-9.288,-3.245,0.478,0.081,-2.828,-1.75,-7.284,1.963,0.275,-0.448,-11.963,-1.74,-4.73,2.797,-4.181,3.743,-17.649,3.072,-2.36,2.808,-7.345,-2.431,-15.839,0.732,-11.027,-4.527,-23.702,-18.809,-6.622,-1.231,-10.498,2.177,-4.71,-0.712,-11.943,-3.143,-13.906,1.668,-7.955,4.354,0.041,1.302,-8.626,-2.096,0.793,9.44,-11.271,2.492,-12.38,2.248,-2.787,-10.406,-18.585,0.081,-4.232,-19.257,-3.408,1.221,0.214,-8.169,-7.965,1
4385,-9.684,-6.622,-0.173,-7.823,-3.245,1.455,-0.895,-2.828,-2.726,-8.26,1.963,-1.19,-0.936,-11.475,-2.716,-2.777,2.797,-6.134,3.255,-19.602,3.56,-2.36,2.808,-6.856,-0.966,-15.35,1.221,-10.539,-3.55,-22.725,-19.297,-4.669,0.234,-8.545,2.177,-4.71,-1.689,-10.966,-2.655,-15.371,0.692,-8.931,3.866,-0.448,0.326,-5.208,-1.119,0.793,8.952,-12.248,2.492,-11.892,2.248,-3.764,-10.406,-18.097,-0.407,-3.743,-18.768,-2.92,2.197,0.702,-8.657,-8.453,1
4386,-9.684,-5.157,0.804,-6.358,-3.733,1.943,-1.383,-3.805,-3.215,-8.26,0.498,-2.167,-1.424,-10.01,-1.74,-1.801,1.333,-8.087,1.302,-22.044,3.072,-1.872,3.296,-6.368,0.01,-13.885,1.709,-8.586,-1.597,-19.796,-17.832,-3.204,1.211,-5.127,2.177,-4.71,-2.665,-9.013,-2.167,-15.859,-0.285,-10.885,1.424,-0.936,-1.628,-4.72,-0.631,1.282,7.975,-12.736,2.004,-10.915,1.76,-4.74,-9.43,-16.144,-1.383,-1.79,-16.327,-1.455,3.174,1.19,-8.169,-7.965,1
4387,-10.173,-3.693,0.804,-6.846,-4.222,2.92,-1.872,-4.293,-4.679,-7.772,-1.455,-2.655,-2.401,-9.033,0.214,-1.801,-1.109,-8.575,-0.163,-22.044,2.584,-1.383,2.808,-4.903,0.498,-11.444,2.686,-6.632,-0.132,-16.866,-16.368,-3.204,0.722,-3.174,1.2,-5.198,-3.642,-7.548,-1.19,-15.371,-1.75,-12.349,-1.506,-0.936,-2.604,-8.138,-1.607,1.282,6.51,-11.271,1.027,-9.45,-0.193,-4.74,-7.965,-13.702,-2.36,-0.326,-14.374,-0.478,4.15,1.678,-7.68,-7.477,1
4388,-9.684,-3.204,-1.149,-8.799,-5.198,2.431,-1.383,-4.781,-5.656,-6.795,-3.896,-2.167,-3.866,-9.033,1.19,-2.777,-3.55,-7.111,-1.139,-19.602,1.119,-0.407,2.808,-3.438,-0.478,-10.468,3.662,-5.168,0.356,-14.425,-13.926,-3.693,-1.231,-3.662,0.224,-5.198,-4.13,-7.548,-0.702,-13.906,-3.215,-11.373,-3.947,-1.424,-3.581,-12.533,-4.049,0.793,5.534,-8.83,1.027,-7.497,-1.658,-3.764,-6.989,-12.238,-3.337,0.163,-12.421,0.01,3.662,1.678,-7.68,-7.477,1
4389,-9.196,-3.204,-3.591,-10.752,-5.198,2.431,-0.895,-4.781,-6.632,-5.33,-5.361,-1.19,-4.354,-10.01,-0.275,-3.754,-4.527,-4.669,-0.651,-14.72,0.142,0.081,1.831,-2.462,-2.431,-9.979,3.174,-4.679,0.356,-12.96,-12.461,-3.693,-3.184,-5.615,-1.241,-5.198,-4.618,-8.525,-0.214,-10.976,-4.191,-9.908,-3.947,-1.424,-3.581,-15.462,-6.002,0.793,4.069,-6.877,0.539,-6.032,-2.635,-2.299,-6.989,-11.261,-3.337,0.163,-11.444,0.498,2.686,1.678,-8.169,-7.965,1
4390,-8.708,-3.693,-5.544,-10.752,-4.71,2.92,-0.895,-4.781,-7.121,-4.354,-6.337,-0.214,-4.842,-10.01,-4.669,-4.242,-5.015,-3.204,-0.651,-10.813,-0.346,0.57,0.854,-2.462,-4.873,-9.979,1.709,-4.679,-1.109,-11.983,-11.973,-2.716,-3.672,-6.592,-1.729,-5.198,-5.595,-8.525,0.275,-9.023,-5.168,-8.443,-1.994,-0.936,-3.092,-13.997,-7.955,0.793,3.581,-5.9,-0.437,-5.544,-3.611,-0.834,-7.965,-11.261,-3.337,-0.814,-10.956,0.01,1.709,1.678,-8.657,-8.453,1
4391,-8.219,-3.693,-6.521,-7.334,-3.245,4.384,-0.407,-4.293,-6.632,-4.354,-7.802,0.763,-4.842,-7.08,-10.529,-3.754,-5.015,-2.716,-1.139,-10.325,-1.322,0.081,-1.099,-2.95,-7.314,-9.491,-0.732,-5.656,-2.574,-11.495,-11.973,-1.74,-3.184,-3.662,-2.706,-4.222,-7.548,-7.06,1.251,-9.023,-5.168,-8.931,-0.529,0.041,-2.116,-9.115,-9.42,1.77,2.604,-6.877,-1.414,-6.032,-3.611,-0.346,-8.942,-10.773,-2.848,-2.279,-11.444,-0.966,0.244,1.19,-8.657,-8.942,1
4392,-7.731,-1.74,-6.032,-0.498,-0.804,6.826,0.081,-3.805,-5.656,-3.866,-8.779,1.251,-4.354,-2.686,-14.923,-2.289,-5.503,-3.693,-3.092,-12.278,-2.299,-0.407,-3.54,-4.903,-9.267,-9.491,-2.197,-6.632,-4.527,-10.518,-12.461,-0.763,-2.207,1.221,-2.706,-3.245,-9.989,-2.665,2.716,-10.488,-5.656,-9.908,-1.017,1.017,-0.651,-3.743,-10.396,3.235,0.651,-8.83,-3.367,-7.985,-4.1,-0.346,-9.918,-10.284,-1.872,-3.743,-11.444,-2.431,-1.221,0.702,-8.657,-8.453,1
4393,-7.243,2.167,-5.056,5.849,1.149,9.755,0.57,-2.828,-4.191,-2.889,-8.779,1.74,-3.377,1.709,-13.947,-1.312,-6.48,-4.669,-6.51,-15.696,-3.764,-1.383,-5.493,-6.368,-10.244,-9.491,-3.662,-8.097,-5.992,-9.542,-13.438,-0.275,-0.743,7.08,-2.218,-0.804,-11.943,2.218,5.157,-12.441,-6.144,-9.908,-3.947,2.482,0.814,-0.326,-11.373,5.676,-2.279,-10.295,-5.809,-9.45,-4.1,-0.834,-10.406,-9.308,-0.895,-5.697,-11.444,-3.896,-3.174,-0.275,-7.68,-7.965,1
4394,-6.266,5.096,-3.103,9.267,3.103,12.197,1.546,-1.851,-2.726,-1.424,-7.314,1.74,-2.401,4.15,-8.087,-0.824,-7.945,-4.669,-9.44,-17.649,-4.74,-1.872,-8.423,-7.345,-11.22,-9.003,-4.15,-9.562,-7.456,-9.542,-14.414,-0.275,0.234,9.521,-1.241,1.638,-10.478,6.124,8.087,-12.441,-5.656,-7.467,-7.365,4.435,2.767,-1.302,-11.373,7.629,-4.72,-10.295,-8.738,-9.45,-4.1,-0.834,-10.895,-8.82,-0.407,-7.65,-11.932,-5.849,-5.615,-0.763,-7.192,-7.477,1
4395,-4.801,6.561,-1.638,8.291,4.079,13.662,3.499,-0.875,-0.285,1.017,-3.408,2.716,-1.912,3.662,-0.763,0.153,-7.456,-3.204,-11.393,-17.161,-5.717,-2.36,-10.376,-8.321,-12.197,-8.026,-5.127,-10.539,-9.41,-10.03,-15.879,0.214,1.211,7.568,1.2,3.591,-7.06,6.612,9.552,-10.976,-4.679,-3.072,-7.853,5.412,3.743,-4.232,-9.908,8.606,-6.185,-8.83,-10.691,-8.962,-4.1,-0.346,-11.871,-8.82,0.57,-9.603,-12.909,-7.314,-7.568,-1.74,-7.68,-7.477,1
4396,-3.337,6.073,-0.173,4.873,4.567,13.173,5.452,0.59,1.668,3.459,1.475,3.693,-1.424,0.732,4.12,1.129,-5.992,-0.275,-11.393,-14.231,-5.717,-2.36,-11.841,-8.321,-13.173,-6.561,-6.104,-12.004,-11.851,-11.495,-17.344,1.19,2.675,3.662,3.642,5.544,-2.665,4.171,10.529,-8.046,-2.238,1.322,-4.924,6.877,4.232,-8.138,-7.955,9.094,-5.697,-7.365,-12.156,-7.497,-3.123,0.142,-13.336,-8.82,1.058,-11.556,-14.862,-8.291,-9.521,-2.716,-8.169,-7.965,1
4397,-2.36,4.608,1.292,1.943,4.567,12.685,6.917,1.078,2.645,5.412,5.87,4.669,-0.936,-3.174,3.632,1.617,-3.55,2.167,-9.928,-9.837,-5.717,-2.848,-12.817,-7.833,-14.15,-5.096,-7.08,-12.98,-14.292,-12.472,-18.809,2.655,4.14,0.732,6.083,6.032,0.264,0.753,10.04,-5.605,0.203,4.252,-0.041,6.877,4.232,-10.091,-6.49,8.606,-4.72,-5.9,-12.644,-5.544,-2.146,1.119,-15.778,-8.82,1.546,-13.509,-16.327,-9.267,-11.475,-3.693,-8.169,-7.477,1
4398,-1.872,3.632,2.757,1.943,5.056,12.197,7.894,2.055,3.621,6.388,7.334,5.157,-0.448,-4.639,-0.275,2.594,-1.109,4.12,-7.487,-5.442,-5.717,-2.848,-13.306,-6.856,-15.127,-3.632,-7.08,-12.98,-15.757,-12.472,-19.786,4.608,5.605,0.732,7.06,6.521,-0.224,0.264,9.552,-4.14,2.157,5.229,3.377,6.877,4.232,-8.138,-7.467,7.629,-3.255,-3.947,-12.156,-4.079,-1.17,1.119,-17.242,-7.843,2.035,-14.486,-16.815,-9.267,-12.451,-4.669,-6.215,-6.012,1
4399,-0.895,4.12,4.71,5.849,5.544,12.197,8.382,2.543,4.11,7.365,7.334,5.646,0.529,-2.197,-4.181,3.571,0.356,4.608,-5.534,-2.513,-5.229,-3.337,-12.817,-6.368,-16.103,-2.167,-5.615,-12.004,-16.246,-11.007,-19.297,6.561,6.582,2.686,7.548,7.985,-1.2,3.682,10.529,-3.652,2.645,6.205,3.866,6.877,5.208,-2.279,-9.42,8.118,-1.79,-3.459,-11.668,-3.103,-0.682,1.607,-18.219,-5.89,2.523,-14.486,-15.839,-9.267,-12.451,-5.646,-2.797,-2.594,1
4400,-0.407,6.073,7.151,10.732,6.521,13.173,9.359,3.52,4.598,8.83,6.358,6.622,1.506,4.15,-3.693,5.524,0.844,4.608,-4.069,-1.048,-5.229,-3.825,-11.841,-5.391,-15.615,-0.702,-3.174,-9.562,-14.292,-8.077,-16.856,9.003,7.558,5.615,8.525,9.939,-1.689,9.542,11.993,-4.14,3.621,6.694,1.912,7.853,6.185,6.022,-9.42,9.094,0.163,-3.459,-10.203,-2.614,0.295,1.607,-16.754,-2.96,3.011,-13.021,-12.909,-8.779,-11.963,-5.646,1.109,1.312,1
4401,0.57,8.026,10.081,13.173,7.497,14.15,10.335,4.496,5.575,9.318,7.334,7.111,2.97,11.963,1.19,8.453,1.821,4.12,-3.092,-2.024,-4.252,-3.825,-9.399,-4.903,-14.15,0.763,0.732,-7.609,-10.874,-5.636,-12.95,10.468,8.046,6.592,9.501,11.892,0.264,14.913,13.947,-4.14,5.086,6.205,1.912,8.83,7.65,13.346,-6.49,10.559,2.604,-4.924,-7.273,-3.103,0.783,1.607,-13.824,-1.007,3.988,-10.579,-9.003,-7.314,-10.01,-5.646,4.038,4.242,1
4402,1.546,9.003,13.011,12.197,7.497,14.638,10.824,5.473,6.551,9.806,8.799,7.599,4.435,16.846,7.538,11.383,4.262,2.655,-0.651,-5.442,-2.787,-3.825,-6.47,-4.415,-11.709,1.74,4.15,-5.656,-6.968,-3.682,-8.555,11.932,8.046,6.104,11.454,12.38,4.171,16.378,14.435,-4.628,7.039,4.252,5.33,9.806,8.626,16.276,-0.631,12.024,6.022,-6.877,-3.855,-3.591,2.248,1.607,-8.942,-0.031,4.476,-7.65,-5.096,-6.337,-7.568,-5.157,5.503,5.219,1
4403,1.058,8.026,13.987,9.755,6.521,14.638,10.824,5.473,6.551,8.83,10.752,7.599,4.924,17.334,10.956,12.848,6.704,0.702,2.279,-8.372,-0.834,-3.825,-3.052,-4.415,-8.779,1.74,7.568,-4.191,-3.55,-3.194,-5.625,10.956,7.07,6.104,12.431,10.427,8.077,13.936,13.458,-5.117,8.993,0.346,11.19,9.806,8.626,13.346,4.74,11.047,9.44,-8.341,0.051,-4.079,2.736,0.631,-5.035,-0.519,3.988,-4.72,-2.167,-5.361,-4.639,-4.669,4.527,4.73,1
4404,-0.407,5.585,13.499,6.337,4.567,13.173,9.847,4.496,6.063,6.388,10.752,7.111,3.947,12.939,9.491,11.871,8.169,-1.251,4.72,-10.325,0.142,-3.337,0.366,-3.927,-6.826,1.74,10.01,-3.703,-1.109,-3.194,-4.161,8.514,6.582,7.08,11.943,7.009,9.054,9.542,11.017,-6.093,8.993,-3.072,15.096,8.341,7.65,6.51,6.694,9.094,11.393,-8.83,2.981,-4.079,3.225,-0.346,-1.617,-1.007,3.499,-2.767,-0.702,-4.384,-2.197,-4.181,2.574,2.777,1
4405,-2.36,3.143,11.058,3.896,2.614,11.22,8.382,2.055,5.086,3.947,8.311,6.134,2.97,5.615,4.608,8.942,7.68,-2.228,6.185,-10.325,1.119,-2.848,2.319,-3.438,-5.849,0.763,11.475,-3.215,0.356,-3.682,-4.161,5.585,5.605,8.545,9.989,2.614,7.589,4.659,8.575,-8.046,8.016,-4.537,14.119,5.9,5.697,-0.814,5.229,6.165,11.393,-7.853,3.957,-3.591,3.225,-0.834,-0.153,-1.984,2.523,-1.302,-0.214,-3.408,-0.244,-3.693,0.132,0.336,1
4406,-5.29,1.19,7.64,1.943,0.661,8.291,6.917,-0.875,3.133,0.529,4.893,4.669,1.017,-1.221,0.214,5.524,5.727,-3.204,5.208,-8.372,1.119,-2.36,3.296,-1.973,-5.361,-0.702,11.475,-2.238,1.333,-3.194,-4.649,2.167,5.117,7.08,7.06,-1.292,4.171,0.753,5.646,-10.488,6.063,-4.537,8.748,3.459,3.743,-4.72,2.299,3.723,10.905,-6.877,3.957,-3.103,2.248,-0.834,-0.153,-2.472,1.058,-0.326,-0.214,-2.431,1.221,-2.716,-1.333,-1.129,1
4407,-7.243,-0.763,4.71,-1.475,-1.292,5.361,4.964,-3.316,1.668,-3.377,1.963,2.716,-0.448,-5.127,-1.251,2.106,3.286,-3.693,4.232,-6.907,1.607,-1.383,3.784,-1.485,-4.873,-2.167,10.986,-1.75,2.797,-2.706,-5.137,-0.763,4.14,2.197,4.13,-5.198,1.241,-2.665,3.693,-13.906,4.11,-5.025,2.889,0.529,2.279,-5.208,-0.142,1.282,10.417,-5.9,3.957,-3.591,1.272,-1.322,-0.153,-2.472,0.081,0.651,0.275,-1.455,2.197,-1.74,-2.797,-2.594,1
4408,-9.196,-3.693,2.757,-6.358,-3.245,1.943,3.011,-6.246,-0.285,-7.284,1.475,1.251,-1.424,-6.104,1.678,-0.336,2.309,-5.157,3.743,-7.395,2.096,0.081,4.272,-0.509,-3.408,-3.632,10.498,-0.773,3.774,-2.218,-5.625,-2.716,2.187,-5.615,2.177,-8.128,-0.224,-6.083,1.251,-17.324,2.645,-7.955,-0.041,-1.912,0.814,-4.72,0.346,-1.16,10.417,-5.9,3.957,-4.079,0.783,-1.322,-0.153,-2.96,-0.895,1.628,0.275,-0.478,3.174,-0.763,-4.262,-4.059,1
4409,-11.149,-6.622,1.78,-11.729,-4.71,-0.498,1.546,-7.711,-1.75,-11.19,2.452,0.275,-2.401,-5.127,5.585,-1.801,2.309,-6.622,3.743,-9.837,2.584,1.058,4.761,-0.02,-0.966,-4.608,10.498,0.203,4.751,-1.729,-5.625,-4.669,-0.254,-13.428,1.2,-11.058,0.264,-9.013,-1.19,-20.253,2.645,-11.861,0.936,-3.866,-0.163,-4.72,1.811,-2.625,10.417,-7.365,4.445,-4.567,0.783,-1.322,-0.153,-2.96,-1.872,3.581,1.251,0.987,4.15,0.214,-5.727,-5.524,1
4410,-12.614,-9.064,1.78,-15.147,-5.686,-1.475,0.081,-9.176,-2.726,-13.143,4.405,-0.702,-2.889,-5.127,7.05,-2.289,2.797,-8.087,4.232,-13.743,3.072,1.058,5.249,-0.509,1.475,-4.12,10.986,0.692,6.215,-1.241,-4.649,-6.134,-2.207,-15.869,1.689,-12.522,1.241,-10.478,-2.655,-21.718,2.157,-14.791,3.377,-4.842,-0.651,-5.697,2.787,-3.601,9.928,-8.341,4.934,-4.079,0.783,-1.322,1.312,-2.472,-2.36,5.046,2.228,1.963,5.615,1.19,-6.704,-6.5,1
4411,-12.614,-9.064,2.268,-15.635,-5.686,-0.987,0.081,-9.176,-3.215,-12.655,4.893,-0.702,-3.377,-5.615,5.585,-2.289,2.309,-8.087,4.72,-16.673,3.072,1.546,6.226,0.468,3.428,-2.655,11.963,2.157,7.192,0.712,-3.672,-7.111,-2.696,-13.916,3.153,-13.011,1.729,-9.501,-3.143,-21.718,1.668,-14.303,4.354,-4.842,-0.163,-6.185,2.299,-3.113,8.952,-8.83,5.91,-2.126,0.295,-1.811,2.777,-0.519,-2.848,6.999,4.181,3.428,6.592,1.678,-6.215,-6.012,1
4412,-11.637,-7.111,2.757,-13.682,-4.71,0.478,1.058,-8.687,-3.215,-10.213,4.405,-0.702,-3.377,-5.615,2.167,-0.824,0.844,-7.111,4.232,-16.673,2.584,2.035,6.714,1.933,4.405,0.275,12.939,5.086,8.657,3.642,-2.207,-7.599,-1.719,-8.545,4.13,-12.034,1.241,-6.571,-1.678,-19.765,1.18,-9.908,3.377,-3.866,0.326,-5.208,0.346,-2.136,7.487,-6.877,5.91,0.315,-0.193,-1.322,4.73,2.899,-2.36,8.464,6.622,4.893,7.568,1.678,-4.751,-4.547,1
4413,-10.173,-5.157,3.245,-10.752,-3.245,1.943,2.523,-7.711,-2.726,-7.284,2.94,-0.214,-3.377,-6.104,-0.275,0.153,-0.132,-5.646,3.743,-12.767,2.584,3.011,6.714,4.862,5.381,4.181,13.916,7.528,10.61,6.571,0.234,-6.622,-0.254,-4.639,4.618,-10.081,1.241,-4.13,0.275,-17.812,1.18,-5.025,0.936,-2.889,1.302,-3.743,-1.607,-1.16,7.487,-3.459,6.399,3.733,-0.682,-0.834,6.683,6.805,-2.36,10.417,9.064,6.846,8.057,2.167,-2.797,-3.082,1
4414,-9.196,-3.693,3.245,-7.823,-2.757,2.431,3.499,-6.734,-2.238,-5.33,1.963,0.275,-2.889,-4.15,0.214,1.617,-0.621,-4.181,3.743,-6.419,2.584,4.964,6.714,7.792,5.87,7.599,14.893,10.457,12.075,9.013,1.211,-5.157,0.722,-4.15,4.618,-7.64,0.264,-3.153,1.251,-16.347,1.18,-1.607,0.448,-2.401,1.302,-2.279,-2.584,-0.671,7.975,0.936,6.399,7.151,-1.17,-0.346,7.66,10.223,-2.36,11.882,11.017,9.288,9.033,3.143,-2.797,-2.594,1
4415,-8.708,-3.204,3.245,-4.893,-1.78,1.943,3.988,-5.269,-2.238,-4.354,2.452,0.763,-2.889,-1.709,1.19,2.594,-0.621,-2.228,3.743,-1.048,2.584,6.917,6.714,10.234,6.358,10.529,14.404,11.922,12.075,9.989,1.699,-4.181,0.722,-6.592,3.642,-4.71,-0.224,-2.665,1.74,-15.371,1.18,-0.631,2.401,-1.912,1.302,-0.814,-1.607,-0.183,7.975,3.866,6.399,10.081,-1.17,0.631,7.66,12.177,-2.36,12.37,11.505,10.752,9.033,3.632,-3.286,-3.571,1
4416,-8.708,-2.716,2.268,-0.987,-1.292,1.943,4.476,-3.316,-2.726,-3.377,3.916,1.74,-2.889,1.709,2.167,3.082,-0.132,-0.763,3.255,1.882,2.096,7.406,5.737,10.722,6.358,11.505,13.916,11.922,10.61,9.501,0.722,-2.228,0.234,-8.057,3.153,-1.78,0.264,-1.2,1.74,-14.394,1.18,-0.631,4.354,-0.936,1.79,2.604,-0.142,0.793,7.487,5.33,5.422,11.058,-1.658,1.607,6.683,12.665,-1.872,11.393,10.529,10.752,8.057,3.632,-4.262,-3.571,1
4417,-7.731,-0.763,1.78,3.408,0.661,3.408,4.964,0.102,-2.726,-0.936,5.381,3.204,-3.377,5.615,1.678,5.035,-1.109,0.214,1.79,0.905,1.119,7.406,4.761,10.234,5.381,11.505,12.939,10.457,8.657,8.525,-0.743,0.214,0.234,-6.104,3.153,1.149,0.753,2.706,2.716,-12.441,0.692,0.834,5.33,0.529,2.767,7.975,1.811,3.235,5.534,4.354,4.445,10.081,-2.146,2.096,5.219,12.177,-1.383,9.928,9.064,9.776,7.08,3.143,-3.774,-3.082,1
4418,-5.778,3.143,2.757,7.802,2.614,6.337,6.429,3.52,-1.75,3.459,5.381,5.157,-3.377,10.498,0.214,6.989,-3.062,1.19,0.326,-2.024,0.142,6.429,3.296,8.28,3.428,11.505,11.963,8.504,6.215,7.548,-1.719,4.12,2.187,-0.244,4.618,4.079,1.729,8.565,4.669,-10.0,0.203,3.764,3.377,2.97,4.232,14.811,3.276,6.165,4.069,2.401,2.981,8.128,-2.635,2.584,4.73,11.2,0.081,7.487,7.599,7.334,4.639,2.167,-1.333,-1.129,1
4419,-2.848,7.05,5.198,10.244,5.544,10.244,8.382,7.426,-0.285,7.853,4.405,7.111,-2.401,13.916,-0.763,8.453,-4.038,1.678,-1.139,-5.442,-1.322,4.476,1.343,6.327,0.01,11.505,10.986,5.575,3.774,5.595,-2.207,7.538,4.628,6.104,5.107,6.521,2.706,13.448,8.087,-7.558,0.203,6.694,1.424,5.9,5.697,20.671,3.764,9.094,3.581,0.448,2.004,6.175,-2.635,2.584,3.754,10.223,1.546,4.557,5.646,4.405,2.197,0.702,1.109,1.312,1
4420,-0.895,9.491,7.64,11.709,7.497,13.173,9.847,9.867,0.692,11.271,3.428,8.575,-1.424,15.381,0.214,9.43,-3.55,1.678,-1.139,-6.907,-2.787,2.523,-0.61,3.398,-3.896,10.529,10.01,2.645,0.356,3.153,-3.672,9.979,6.582,10.01,6.083,9.45,3.194,16.378,10.529,-6.093,1.18,8.158,0.936,7.853,6.673,21.159,2.787,11.047,4.069,-1.017,1.027,4.222,-2.635,2.584,1.801,8.27,2.523,1.139,3.204,1.963,-0.244,-0.763,2.085,2.289,1
4421,0.57,10.468,9.104,12.197,8.962,15.615,11.8,11.82,2.645,12.248,2.94,9.064,-0.448,13.428,2.167,8.942,-2.085,1.678,-0.163,-6.419,-3.276,0.57,-3.052,0.956,-8.291,9.064,9.033,-1.75,-3.062,-1.241,-7.09,10.468,7.07,11.475,6.571,11.403,2.218,15.889,11.993,-5.605,2.157,7.182,2.889,9.318,8.138,16.764,0.346,12.512,4.557,-1.506,-0.926,2.757,-1.658,2.096,-1.129,5.341,3.499,-3.255,-0.702,-0.966,-3.662,-2.228,1.597,1.312,1
4422,1.058,10.956,9.104,13.662,9.45,17.08,12.777,13.774,3.621,11.759,3.428,10.04,1.017,9.521,4.12,8.453,-0.132,1.678,-0.163,-5.442,-3.764,-0.895,-5.981,-1.485,-11.709,6.622,7.08,-6.144,-7.456,-6.612,-12.461,9.979,6.582,10.986,7.548,13.357,1.241,13.936,12.482,-4.628,3.621,5.717,4.842,10.783,9.603,9.44,-2.096,13.977,4.069,-1.506,-3.855,0.315,-0.682,2.096,-6.012,1.434,4.964,-7.161,-6.073,-3.896,-7.08,-3.693,-0.356,-0.153,1
4423,2.523,11.932,8.128,15.127,10.427,18.056,14.242,15.238,4.598,11.271,4.893,11.017,2.97,5.615,3.632,8.453,0.844,2.655,-1.628,-5.442,-4.74,-2.36,-8.911,-3.438,-14.638,3.204,4.639,-10.05,-11.851,-11.495,-18.809,9.003,6.093,11.475,8.525,14.333,1.241,12.96,12.482,-3.164,4.598,4.74,4.842,12.248,12.044,3.581,-4.537,14.954,2.604,-2.482,-6.785,-1.638,-0.193,2.584,-10.895,-2.472,5.941,-11.556,-10.956,-6.337,-10.01,-5.157,-1.821,-1.617,1
4424,4.476,14.862,6.663,15.615,11.892,19.521,15.706,16.703,5.575,11.759,6.358,12.482,4.924,4.15,1.678,9.43,0.356,3.632,-4.069,-6.419,-5.717,-3.337,-10.864,-5.391,-16.103,0.763,2.197,-12.492,-14.292,-14.913,-23.204,8.514,7.07,12.939,9.989,13.845,2.218,12.96,13.458,-1.699,5.086,4.74,1.912,13.713,13.997,1.139,-5.514,15.93,0.651,-3.459,-9.226,-3.103,0.295,3.072,-14.801,-5.402,6.917,-13.997,-13.885,-8.291,-12.451,-5.646,-2.309,-2.106,1
4425,6.429,17.303,6.175,14.15,12.868,20.009,16.195,16.703,6.063,12.736,7.334,13.947,6.388,5.127,0.214,10.406,-0.621,3.632,-6.022,-7.395,-5.717,-3.825,-11.841,-6.368,-16.591,-0.702,0.244,-13.468,-14.781,-15.401,-24.18,9.003,9.023,14.404,10.966,11.892,4.659,14.425,14.435,-0.722,5.575,5.229,-2.482,14.201,14.974,2.604,-4.537,16.418,0.651,-3.947,-9.226,-4.567,0.295,3.072,-15.778,-5.89,7.406,-14.486,-14.374,-9.267,-12.939,-5.646,-0.844,-1.129,1
4426,7.406,17.792,6.663,11.22,13.357,19.521,16.195,16.215,6.063,12.736,7.823,13.947,6.877,7.08,0.702,9.918,-0.621,2.655,-6.022,-6.907,-5.229,-3.337,-10.376,-6.368,-16.103,-0.214,0.244,-12.004,-12.828,-13.936,-22.227,8.514,11.464,14.404,11.454,9.45,6.612,14.425,15.411,-1.211,6.063,4.252,-3.947,13.713,14.486,5.046,-3.072,15.442,2.116,-3.947,-7.273,-4.079,0.783,3.56,-14.313,-5.402,7.406,-13.021,-12.909,-8.779,-11.963,-5.646,0.132,-0.153,1
